9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 19, 19, 19, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 54, 9, 168, 9, 54, 9, 9, 9, 9, 12, 12, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 19, 19, 19, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 168, 9, 9, 60, 60, 9, 54, 9, 9, 12, 12, 19, 19, 19, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 9, 9, 54, 9, 9, 54, 9, 9, 9, 9, 12, 12, 19, 19, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 168, 9, 9, 9, 9, 54, 60, 9, 9, 9, 168, 12, 12, 19, 19, 19, 19, 
9, 9, 9, 168, 9, 54, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 9, 9, 9, 60, 54, 54, 54, 9, 9, 9, 9, 12, 12, 12, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 54, 9, 9, 9, 9, 9, 168, 9, 12, 12, 9, 9, 9, 57, 57, 60, 60, 9, 9, 57, 168, 12, 12, 12, 12, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 9, 9, 9, 60, 57, 9, 9, 54, 9, 9, 9, 12, 12, 12, 12, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 57, 12, 12, 9, 9, 9, 57, 9, 9, 60, 60, 9, 57, 9, 12, 12, 12, 12, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 168, 57, 9, 12, 12, 9, 9, 9, 9, 9, 54, 9, 60, 60, 60, 57, 12, 12, 12, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 168, 9, 9, 9, 9, 9, 12, 12, 9, 9, 57, 9, 9, 168, 9, 9, 60, 57, 60, 12, 12, 12, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 9, 9, 9, 9, 9, 9, 168, 168, 9, 60, 60, 12, 12, 19, 19, 19, 19, 
9, 9, 9, 54, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 168, 57, 60, 12, 12, 12, 19, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 54, 168, 12, 12, 12, 12, 19, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 168, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 57, 9, 9, 9, 12, 12, 168, 12, 12, 12, 12, 12, 19, 19, 19, 19, 
9, 9, 9, 9, 9, 168, 9, 9, 9, 54, 9, 9, 9, 9, 9, 57, 9, 9, 9, 9, 57, 9, 12, 12, 12, 12, 12, 12, 12, 12, 19, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 54, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 19, 19, 19, 
9, 9, 9, 168, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 19, 19, 19, 
9, 9, 168, 9, 168, 168, 9, 9, 9, 9, 9, 168, 9, 9, 9, 9, 9, 9, 9, 9, 9, 168, 12, 12, 12, 12, 12, 12, 12, 12, 12, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 168, 12, 12, 12, 12, 12, 12, 12, 19, 19, 19, 19, 19, 
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 57, 9, 9, 9, 12, 12, 12, 12, 12, 12, 19, 19, 19, 19, 19, 19, 
